epoch;dice_coef;loss;val_dice_coef;val_loss
0;0.25828367471694946;0.46920716762542725;0.6064978241920471;0.27066701650619507
1;0.5987871289253235;0.22874027490615845;0.7465068697929382;0.16273799538612366
2;0.41568899154663086;0.3353329300880432;0.5883694291114807;0.21149876713752747
3;0.6000671982765198;0.23266072571277618;0.7618591785430908;0.13395866751670837
4;0.64707350730896;0.20408156514167786;0.8181512951850891;0.0986933559179306
5;0.6537238955497742;0.20981036126613617;0.7976743578910828;0.10383741557598114
6;0.7273290157318115;0.16344992816448212;0.8647627234458923;0.07707244902849197
7;0.7506206035614014;0.1583280712366104;0.8853252530097961;0.06902997195720673
8;0.7183130979537964;0.18228919804096222;0.8848361968994141;0.06245621293783188
9;0.7507273554801941;0.15856043994426727;0.8930168151855469;0.05980313941836357
10;0.7614096999168396;0.15230792760849;0.8954789638519287;0.060750775039196014
11;0.7310514450073242;0.17094062268733978;0.8947603702545166;0.05976630374789238
12;0.7488253712654114;0.15918616950511932;0.8944743275642395;0.05811586603522301
13;0.75514817237854;0.15784378349781036;0.8903491497039795;0.0597393624484539
14;0.7676705121994019;0.14791861176490784;0.8945341110229492;0.05585004761815071
15;0.7347617745399475;0.1652357131242752;0.9048287272453308;0.055541809648275375
16;0.7599484920501709;0.16558900475502014;0.9034857749938965;0.061207741498947144
17;0.7040485143661499;0.1948244869709015;0.9022550582885742;0.055581264197826385
18;0.8131241798400879;0.12593156099319458;0.9049951434135437;0.05221443995833397
19;0.7932665944099426;0.14368745684623718;0.8977603912353516;0.059566084295511246
20;0.6144940257072449;0.23764486610889435;0.8802867531776428;0.06763305515050888
21;0.7627626061439514;0.1498236209154129;0.9130174517631531;0.05089333653450012
22;0.8032851219177246;0.13003681600093842;0.9029155373573303;0.05326274409890175
23;0.758438766002655;0.1497379094362259;0.9088451862335205;0.051924336701631546
24;0.7659255266189575;0.15290986001491547;0.9035873413085938;0.05472249537706375
25;0.6953917145729065;0.19131436944007874;0.9065069556236267;0.05304313823580742
26;0.6713799238204956;0.21054458618164062;0.8977838158607483;0.058742448687553406
27;0.7243237495422363;0.16330181062221527;0.9109124541282654;0.05381351336836815
28;0.6710827350616455;0.18816213309764862;0.900435209274292;0.058396510779857635
29;0.5651438236236572;0.2783483862876892;0.8371856808662415;0.08781222254037857
30;0.6920521855354309;0.18158939480781555;0.8758408427238464;0.06515242159366608
31;0.7849934697151184;0.13133090734481812;0.9003471732139587;0.05730783939361572
